text,sentiment
Selamat siang saya ingin melaporkan tindak kekerasan seksual yang dilakukan oleh kakak saya terhadap pacarnya yang masih di bawah umur,0
Saya dilarang ketemu anak saya oleh mantan suami Saya cerai karena adanya KDRT Anak saya sering dipukuli oleh mantan suami saya ini,0
Anak saya sedang pulang sekolah tiba-tiba terkena celurit dari tawuran sekolah Sekarang keadaannya sedang koma,0
Aku gasuka sama temen sebangku aku yang ngomongnya kasar dan cenderung malu-maluin aku karena nyebar rahasia aku,1
Adik laki laki saya trauma tinggal di asrama laki-laki dia sedang tidur tiba-tiba disodomi oleh temannya yang laki laki Bokong adik saya berdarah sampai harus dilarikan ke rumah sakit,0
Saya selalu dimanfaatkan teman karena keluarga saya dari orang kaya Ketika saya tidak mau memberikan uang pada mereka mereka mengancam tidak mau berteman lagi dengan saya Saya takut tidak punya teman,1
Mertua saya sering menampar dan melakukan kekerasan fisik pada saya Mungkin karena mereka masih belum bisa menerima saya sebagai mantunya Tapi saya capek jika seperti ini terus,1
Sahabat saya telah mendapat penganiayaan hingga mentalnya terganggu Ia harus sering pergi ke psikiater karena adanya KDRT oleh suaminya,0
Suami saya suka berpergian tanpa kejelasan dan tiba-tiba pulang ingin menceraikan saya,1
Ibu saya menyuruh saya untuk mengamen di jalanan dan menyetorkan uangnya setiap hari namun saya hanya diberi makan satu kali,0
Ibu baru saja meninggal 2 hari lalu tapi bapak tidak mengurusi saya dan bahkan mencari wanita lain di luar Saya sangat sakit melihatnya Setiap hari setelah pualng bekerja papa sangat emosi pada saya karena mengingatkan pada mama dan mulai mengatai saya anak setan,0
Jadi aku pernah hamil saat SMP dan melakukan aborsi Ibu aku sangat marah dan suka mengungkit-ungkit hal tersebut padahal aku sudah mengaku menyesal Dia juga suka cerita ke tetangga Sakit sekali rasanya Aku gak bisa ngelawan,0
ibu saya meninggalkan saya di rumah sendirian dan tidak pernah kembali,0
tolong aku udah tiga bulan di jalanan semenjak ditinggalin sama ibu aku,0
Saya sedang merantau dan tinggal sendirian di jakarta ketika saya sakit guru saya datang menjenguk dan tiba tiba mencium saya Saya mendorongnya dan dia pergi saya sangat ketakutan,0
Adik saya albino seringkali dibully oleh teman-temannya Badannya sering dioleskan balsam oleh teman-temannya,1
Sekarang terbukti bahwa suami saya menganiaya saya dan anak dengan balok Kepala leher dan semua anggota tubuh kami dipukul hingga pernah kaki saya patah Saya merasa tidak aman dengan ini,0
Tutur kata suami baru saya sangat buruk terhadap anak saya dengan suami saya yang sebelumnya Padahal anak saya ini masih kelas 2 SD,1
Suami saya sering membatasi saya berpergian,1
Ibu sering sekali memukuli saya dengan pentungan dan barang-barang tumpul Kulit saya sampai memar,0
Papa saya suka menyuarakan isi kepalanya tapi kerap kali dengan kata-kata yang kasar,1
Sama sekali tidak terpikirkan oleh saya bahwa suami saya berselingkuh dan ketika ia pulang kerumah dia mengancam akan membunuh saya jika saya memberitahukannya kepada ibunya,0
Beberapa hari lalu ada kasus tetangga yang ketahuan selingkuh dan istrinya langsung membunuh selingkuhan suaminya dengan pisau,0
Ayah suka mukulin ibu kalau lagi emosi parah sekali dampaknya Ibu sampai masuk rumah sakit,0
Ibu saya sering memukul saya kalau sedang emosi,0
Sejak kecil adik laki-laki saya pernah disodomi saat berada di asrama laki-laki Sekarang dia sangat ketakutan dan menjadi penyendiri,0
Anak tetangga saya lahir tidak normal dan sering dipukuli temannya sampai pingsan,0
Saya diasuh oleh tante Dia sangat benci pada saya karena saya dianggap beban Tidak jarang dia suka mengatai saya anak sial,1
MENTAL ANAK SAYA HANCUR KARENA DIPERKOSA OLEH STAFF SEKOLAH DIA MENJADI PENDIAM DAN SELALU MENGURUNG DIRI MOHON USUT KASUS INI!,0
Kemarin saya bertengkar dengan suami dia menjambak rambut dan mendorong kepala saya ke tembok hingga berdarah,0
Sejumlah turis menginap di tempat hotel saya bekerja namun mereka mendapatkan perlakuan rasis dikata-katai karena warna kulit oleh warga setempat,1
Bunda suka ngelindungin aku kalau ayah lagi emosi Biasanya ayah bakal main fisik kayak mukul aku,0
Saya menemukan anak bayi di tempat pembuangan sampah X dengan keadaan kotor dan sakit,1
Anak saya sering dianiaya sama anak-anak sekampung Saya tidak bisa menolong karena daya kerja,0
Beberapa bulan lalu anak saya dipukul hingga benjol dan berdarah oleh tetangga,0
ayah enteng banget nendang saya kalau dia lagi emosi,0
Selamat pagi saya ingin melaporkan kejadian yang dialami oleh saya selama magang di kantor X saya diperkosa oleh atasan saya dan diancam menggunakan video rekaman yang dia buat,0
Mama suka banget mukulin aku pakai pentungan baseball kalau nilai sekolah aku jelek Badanku sampai memar,0
Saya sering dimaki-maki ibu saya jika tidak melaksanakan pekerjaan dengan benar Ia juga suka merendahkan saya,1
Saya cek ke dokter kandungan kemarin Tapi dokter kandungannya tiba-tiba masturbasi setelah men-check tubuh saya Saya merasa takut dan tidak nyaman Sungguh saya trauma semoga dokter tersebut dipecat dan kasus ini segera diusut,0
Ayah saya sering memanggil saya anak setan Saya sangat sakit hati,1
Aku stress tinggal bareng ayah dan ibu Mereka kalau ngomong suka ngga pake perasaan Aku mau kabur dari rumah,1
Sungguh tidak masuk akal anak saya dihamili oleh tetangga saya,0
Sekolah saya sering terjadi kasus pemerkosaan antara guru dan muridnya Saya sebagai anak baru menjadi takut untuk melanjutkan sekolah disitu Buktinya sudah banyak soalnya,0
Dulu sekali saya pernah dilecehkan oleh orang tidak dikenal Sampai sekarang saya masih takut dan tidak berani bersosialisasi dengan laki-laki,0
Tetangga saya meninggalkan bayinya di depan rumah saya dan tidak perhan terlihat lagi,1
Kakak perempuan saya mengalami kekerasan seksual oleh teman-temannya saat dia lengah tertidur Awalnya mereka mengindap di hotel Lalu mereka melakukan aksinya tanpa sepengetahuan kakak saya,0
Selamat sore saya ingin melaporkan tindakan yang dilakukan oleh dosen saya yang mengancam tidak akan memberikan nilai tugas akhir jika tidak mau melayani nafsu birahinya,0
Tetangga saya memiliki anak laki-laki berumur 10 tahunan yang sangat tidak sopan pada ibunya Dia menempeleng kepala ibunya dan pernah menginjak kepala ibunya Sangat tidak hormat pada orang tua,0
Ibu saya sering menusuk saya dengan benda tajam di bagian perut Saya sudah sering bolak-balik rumah sakit,0
Saya pernah camping dari acara sekolah tapi teman laki-laki saya mulai mendatangi camp perempuan dan menggerayangi badan saya Saya sangat takut dan tidak bisa bergerak,0
Anak saya mengalami kekerasan fisik dan batin dikarenakan membongkar kecurangan USBN dan UNBK di sekolah Dia dipukuli dan dimaki oleh staff sekolah,0
Teman saya kemarin roknya diangkat dengan semena-mena oleh guru,1
Tetangga saya suami istri sudah bercerai anaknya diasuh oleh bapaknya Tapi selama bersama bapaknya mereka kerap kali mendapat kekerasan fisik Bapaknya melarang anak-anaknya bertemu dengan ibunya,0
Saya baru tahu bahwa anak saya umur 12 tahun berpacaran dengan lelaki berumur 35 tahun Dia sering mendapat perlakuan fisik,0
Saat saya pulang kerja ada pria paruh baya yang secara cepat meremas payudara saya Saya sangat marah dan ingin menangis Sampai sekarang pun saya masih menangis dan merasa diri saya kotor,0
Suami saya sering merendahkan saya karena saya berasal dari kalangan yang tidak punya,1
Saya minta tolong ada keponakanku d perkosa sama ayahh tirinya tp ibu kandungnya tidak percaya karna kejadiannya tahun yg lalu tp anaknya baru bilang sekarang sama saya Ibunya juga suka dianiaya,0
pagi ini di depan rumah saya menemukan bayi yang menangis di dalam sebuah kotak kardus ,1
Sering sekali saya lihat ibu-ibu pengemis dengan anaknya yang tidur di dekat rumah Tidak mungkin kalau anaknya tidur pulas seperti itu berjam-jam Saya memiliki dugaan kalau anak itu dibius oleh ibunya,1
Saya sudah menjadi janda mantan suami saya sampai sekarang masih suka menganiaya saya,0
kakak saya memukuli saya hingga lebam setiap dia emosi,0
Tante saya suka mencubit adik saya,1
Saya mendapatkan informasi bahwa ada usaha ilegal dalam memasarkan pekerja seks komersial di daerah kontruksi Y ,0
Selamat malam saya menemukan seorang anak yang dilantarkan oleh orangtuanya di jembatan x dekat kali,0
Saya kerapkali diancam oleh guru untuk berhubungan badan jika ingin lulus mata pelajarannya,0
setiap hari aku harus keliling jalanan dari pagi sampai sore untuk mengamen dan mengemis karena dipaksa om,0
Bibi saya suka memegang-megang adik saya yang perempuan (adik saya sudah SMA) di bagian privasinya Saya heran padahal bibi saya perempuan tapi kenapa dia melakukan pelecehan itu pada perempuan juga??,1
Kakak aku nakal banget Dia suka main tangan sama aku nampar lah nyubit lah mukul lah,1
Malam itu saya men tweet bahwa saya ingin cuddle dan berpelukan dengan seseorang hanya itu saja namun ketika bertemu dengan orang yang setuju dengan hal itu dia malah mengambil kesempatan untuk memperkosa saya kita berhubungan badan tanpa adanya consent dari saya,0
Kemarin saya pulang sekolah menggunakan motor tapi tiba-tiba saat menuju rumah dada saya diraba oleh seseorang yang juga mengendarai motor,0
Kemarin saya dipaksa teman untuk menemaninya mencari kosan di kawasan Bandung Karena dia teman saya ya saya temani Tapi saat kami menginap dalam perjalanan dia mulai menggrayangi tubuh saya Saya sangat trauma padahal teman saya ini perempuan,0
Ibu saya sering mengatai saya anak tidak berguna dan melakukan kekerasan pada saya Seperti menaruh balsem pada bibir saya,1
Ipar saya ternyata pernah diperkosa oleh sekelompok orang Itu menyebabkan dia trauma berhubungan badan Kakak saya frustasi dengannya bagaimana caranya agar mau melupakan hal tersebut,0
kemarin saya mendapatkan informasi bahwa di rumah x ada anak berkebutuhan khusus yang tidak dirawat dengan baik,0
Suami saya sering melakukan kekerasan fisik seperti menendang dan memukul dengan benda keras,0
Saya hanya tinggal bersama ibu sekarang karena ayah saya sudah meninggal Saat itu saya sedang keluar rumah untuk urusan bisnis saat pulang di tengah malam saya melihat ibu saya diperkosa oleh segerombolan orang tidak dikenal Ibu saya menangis sesenggukan dan saya melapor polisi Tapi ibu saya sekarang yang awalnya ceria menjadi sangat pendiam,0
Orang tua saya sering merendahkan saya di depan tetangga,1
Dosen saya memaksa saya untuk berhubungan intim dengannya agar saya bisa mendapatkan nilai untuk lulus,0
Ibu saya menjual saya ke club sebagai PSK Saya sering mengalami kekerasan seksual disana,0
Teman saya sengaja marsturbasi di depan saya Saya sangat jijik,1
Papa sering nonjok mama sampai wajah mama memar,0
Mohon bantu saya melaporkan tindakan yang dilakukan oleh guru saya yang sengaja meraba bagian terlarang tubuh saya dengan ancaman nilai ujian akhir saya tidak diberikan,0
tolong saya untuk bisa kembali ke Indonesia saat ini saya ada di daerah x dan menjadi korban perdagangan manusia,0
Biasanya ibu akan mukul kalau aku ngga berhasil dapet ranking tinggi Aku juga sering ngga dikasih makan,0
Suami saya perkataannya sungguh jahat terhadap anak saya,1
Suami saya sering melakukan kekerasan verbal terhadap ibu saya,1
Saya ingin melaporkan bahwa di sekolah Z ada pemerkosaan yang dilakukan guru pada muridnya,0
Aku ingin bunuh diri rasanya karena setiap hari ayah suka memukul menendang dan lainnya setiap pulang kerja,0
Kenalan saya sering menampar menjambak memukul anaknya dengan kasar kalau anaknya nakal,0
Ibu saya melihat pencabulan pada anak di bawah umur di pasar,0
tolong saya bapak kalah judi dan akhirnya menjual saya ke bandar judi,0
Saya seringkali dibully oleh teman-teman karena saya memiliki keterbelakangan mental,0
Saya dipaksa oleh bapak untuk berhubungan badan dan diancam untuk dibunuh jika tidak mau,0
Saya ingin melapor bahwa perusahaan X sangat sinting Para atasannya mengiming-imingi gaji tinggi dan mengancam akan memecat karyawan perempuannya jika tidak mau melakukan hubungan intim dengan mereka,0
Teman saya bekerja di cafe A sebagai barista Atasannya sering memperkosanya dan mengancam akan membunuhnya jika tidak memenuhi nafsu sang atasan,0
Dua hari lalu sekolah A melakukan tindak kekerasan verbal kepada anak didiknya,1
Terjadi perpeloncoan di TK A Mereka disuruh memakai atribut-atribut aneh Hukumannya adalah dijemur dan dipertontonkan di depan sekolah,1
Temen-temen aku ngerendahin aku karena aku tuli Padahal aku udah make alat bantu di telinga Mereka ngetawain aku karena pas aku nyoba ngomong intonasinya menurut mereka aneh,1
Karena pacar saya populer dan tampan saya sering dibully oleh perempuan-perempuan di kelas Mereka menyuruh saya putus dan mulai merendahkan saya,0
Saya sering dipukuli ayah ketika saya menasehatinya tentang berjudi,0
orangtua saya suatu hari meninggalkan saya sendirian di bawah jembatan,0
Kakak saya sering melakukan kekerasan fisik pada saya,1
Staff di institusi X melakukan penganiayaan kepada adik saya hingga adik saya masuk ke rumah sakit dan perlu dirawat hingga sekarang,0
Papa saya pengangguran dua hari lalu saya pergoki bertemu dengan wanita lain Di rumah dia sering mengambil uang mama (mama adalah wanita karir) dan mengata-ngatai mama Mama ingin bercerai namun mama sering diancam,0
Aku dikatain goblok dan tidak diberikan makan sama mama Padahal aku ga buat salah apa-apa Mama selalu mabuk setiap malam,1
Tetangga saya sering menendang anaknya sebagai bentuk hukuman ketika anaknya berbuat salah,1
Di sekolah Z saya menemukan kasus pencabulan oleh guru pada muridnya,0
Saya sudah pisah dengan mantan suami karena selalu dianiaya fisik sampai saya trauma Selama 6 bulan dia selalu meneror untuk membunuh saya Saya ingin lepas darinya,0
Teman saya sering dibully oleh suatu kelompok karena mereka merasa senang membully orang lain Mereka sudah melakukan kekerasan fisik dengan benda tumpul,0
Ibu kasar banget sama aku dia suka main tangan kalo aku nakal,1
malam ini saat saya mendengar suara tangis seorag bayi di ujung gang dan ternyata benar ada bayi yang ditelantarkan oleh orangtuanya,1
waktu itu saya mendengar ada suara tangisan bayi di dalam rumah kosong dan pada saat saya cek ada seorang anak  batyi ayng ditinggal di dalam rumah,1
Ayah suka banget mukulin dengan keras kalo aku nakal sedikit Ga jarang aku ke dokter gara-gara perlakuan ayah,0
Ibu saya sering tidak percaya pada saya dan merendahkan kemampuan saya hingga saya sangat ketakutan untuk hidup dan pernah berpikir untuk bunuh diri,0
Papa dan Mama suka mengatai saya tai Hal itu membuat saya tidak aman karena mereka juga tidak terlihat sayang pada saya,1
Saya melihat banyak anak jalanan yang harus berjualan tisu di daerah X dan uangnya harus disetor ke preman setempat,0
tolong saya saat ini saya dipaksa untuk berjualan dagangan oleh preman di dekat rel kereta x,0
Kakak aku Anak Berkebutuhan Khusus dia sering  dipermainkan oleh teman sekolahnya dan diketawakan karena keterbataasannya,1
Mohon bantuannya keponakan saya dilecehkan oleh gurunya di sekolah dan mengalami trauma,1
anak saya dipaksa dan diperkosa oleh teman-temannya di sekolah dan saya butuh keadilan untuk menuntut mereka,0
Saya melihat ada ibu hamil dan anaknya dibentak wanita di gerbong kereta Mereka meminta kursi di priority seat tapi wanita tersebut malah membentak dan berkata bahwa ia letih,1
Adik saya masih TK baru saja mengalami kekerasan seksual yang dilakukan oleh guru laki-lakinya,0
Di sekolah Y menghukum murid-muridnya dengan menggantungkan sepatu di lehernya dan berlari keliling pusat pemerintahan,1
Teman saya yang menginap di rumah saya sungguh kurang ajar dia telah melecehkan saya Dia tiba tiba mengendap ke kamar saya dan mulai menyetubuhi saya,0
Suami saya setelah pulang kerja biasanya akan membentak saya Berkata bahwa ia letih padahal saya di rumah juga capek mengurus anak dan rumah,1
Omku suka bermain tangan kepadaku jika aku berkunjung ke rumahnya Alasannya karena dia mabuk Biasanya dia memukul menjitak dan menamparku dengan keras,0
Anak tetangga saya dididik secara tidak manusiawi dengan ibunya seperti membanting anaknya ke tanah,0
anak tetangga saya ditinggal pergi oleh ayahnya yang terkenal suka judi,0
Beberapa hari lalu di supermarket saya melihat ada bapak-bapak mencuri Lalu ada anak SD yang melaporkan hal tersebut Dia membentak anak SD dan mengancam akan membunuhnya jika semua orang tahu Anak tersebut terlihat sangat trauma,0
Mohon bantuannya pembantu di rumah tetangga saya diperkosa oleh majikannya dan diancam akan dipecat jika tidak memenuhi permintaannya,0
Keponakan saya dikatai monyet oleh teman-temannya,1
Orang tua saya kerap kali memaksa saya untuk belajar penuh dan tidak akan memberikan makan jika tidak belajar,0
Anak sy enggan makan itu knp y bnyk bekas merah di tubuhnya jg dia jg sk diem akhirMedium ini,0
Bapak tiri saya sering melakukan pemerkosaan terhadap saya,0
Di kosan saya terdapat kasus pencurian celana dalam dan beberapa hari lalu sang pelaku menuliskan surat ingin melakukan hubungan badan dengan saya Saya sangat takut dan jijik,1
Adik saya albino dan sering mendapatkan kekerasan fisik oleh teman-temannya,0
Pada saat melakukan pengakuan dosa di dalam kapel saya dilecehkan oleh romo yang bertugas pada saat itu Dada saya di raba-raba dan bibir saya dicium,1
Papa sama mama kerap bertengkar tapi main fisik hingga mamah sering lebam lebam,0
Teman saya perempuan Tapi dia suka memegang dada dan bokong saya Saya merasa tidak nyaman Ada rumor juga mengatakan bahwa dia tidak lurus,0
Ibu aku suka mukulin aku,0
ANAK SAYA DIPEGANG PEGANG OLEH TETANGGA MASALAHNYA TETANGGA SAYA INI MEMEGANG DADA DAN PANTAT ANAK SAYA DENGAN MUKA MESUM,0
Setelah melahirkan suami saya tidak pernah peduli dengan saya Ia bilang fisik saya jelek dan ia tidak suka lagi Sekarang ia pergi dengan wanita lain Saya sangat stress akan hal ini,1
Perlakuan suami saya sering merendahkan keluarga saya yang berada pada keluarga susah,1
Institusi B sangat mengecewakan Mereka mempermalukan staffnya di depan khalayak publik dengan menceritakan aib-aib yang mereka punya,1
Sebelumnya aku pikir ibu ngga kenapa-napa tapi semenjak ditinggal ayah ibu jadi semakin emosional dan ngelontarin emosinya ke aku dengan umpatan kasar,1
Saya dan anak saya ditelantarkan oleh suami Tidak dinafkahi,1
Bapak saya sering melakukan kekerasan seksual pada saya,0
Sudah satu bulan bapak tidak pulang kerumah dan saya sendirian di rumah,0
anak murid saya dilarang pergi ke sekolah oleh orangtuanya dan dipaksa bekerja,0
Aku disuruh mengemis sama mama di trotoar setiap hari dari jam sembilan sampe jam lima sore ,1
Mohon bantuannya pria ini memaksa saudara saya untuk mememnuhi hasratnya dengan iming-iming akan diberikan pekerjaan,0
Anak saya sedang bermain dengan teman-temannya di komplek disiram air comberan yang benuh bakteri oleh tetangga,1
Anak saya dilempar oleh penghapus papan tulis oleh gurunya saat dia berisik,1
Ibu saya sering dipaksa melakukan hubungan badan dengan tetangga Jika tidak dia bisa diancam dibunuh,0
papaku ninggalin aku di depan gang x dan gapernah balik lagi,0
mohon bantuannya dosen di kampus Z telah melakukan kekeraasan seksual kepada mahasiswanya dengan mengancam menggunakan nilai akhir semester,0
Saya anak broken home Sekarang saya tinggal bersama ibu Saya dituntut untuk memiliki nilai yang sempurna di sekolah karena jika tidak saya akan dipukul dengan bat baseball oleh ibu saya Perut saya memar parah saya sudah berusaha mencoba lapor polisi namun tidak digubris,0
Papa saya seringkali menghina saya sebagai anak buangan semenjak mama saya meninggal,1
Anak tentangga saya sering direndahkan oleh tetangga lainnya karena memiliki keterbatasan mental,1
Suami saya sering mengurung saya dan tidak membolehkan saya keluar Saya kan juga ingin memiliki kehidupan di luar rumah Tapi dia selalu melarang dan mengancam saya jika saya berani membantah,0
Di dekat rel kereta rumah saya ada anak yang kebingungan mencari orangtuanya setelah ditanya ternyata dia ditinggalkan oleh ayahnya,0
Adik saya dijebak oleh teman-temannya dia disuruh pergi untuk beli aksesorisyang ternyata di dalam aksesorisnya ada narkoba,1
saat saya sedang berjalan hari ini saya mendengar suara bayi di dekat kali Setelah saya selidiki ternyata ada seorang anak bayi diatas rak yang mengapung,1
Pada saat adik saya pulang sekolah ia tiba-tiba dicegat seorang pria dan pria tersebut langsung melakukan masturbasi Adik saya menangis dan mengaku trauma,1
Ayah selalu memukuli saya dan ibu jika mabuk Ia bisa memecahkan botol dan menghantamkannya kepada kami hingga berdarah-darah,0
Kemarin tetangga saya ribut besar dengan suaminya Suaminya mengata-ngatai istrinya dengan sebutan anjing,1
Keluarga di sebelah rumah saya tidak main-main dalam memarahi anaknya yang masih TK Mereka suka mengata-ngatai anaknya tanpa dipikirkan terlebih dahulu dampak kedepannya,1
Suami saya sering mengucapkan kata-kata kasar pada saya dan anak saya Dia juga sering mengumpat dan mengatai kami,1
Suami saya sering menyiksa saya hingga berdarah,0
Ayahku ini baru meninggal dan ternyata punya istri lain Dan ternyata ayah pernah menikah dengan wanita lain pas aku ke rumahnya aku dan ibu malah ditampar dan dimintai uang,1
Anak tetangga saya pergi ke rumah neneknya karena mengaku sering dianiaya bapaknya di rumah,0
Suami saya tidak pernah memberikan saya kasih sayang Dia sangat bengis dan kata-katanya sungguh kasar,1
tolong saya sekarang saya sedang bersembunyi di dalam lemari Ada gerombolan penjahat yang masuk ke rumah dan sekarang sedang memperkosa ibu saya,0
Koko saya pernah mengalami sodom oleh teman-temannya hingga membuat dia trauma,0
Saya pernah ke rumah teman saya Disana saya tanpa sadar tertidur lalu om teman saya dengan tiba-tiba mencium bibir saya Saya tidak berani melapor,1
Adek saya kelas 6 SD gamau sekolahh gamau ikut ekskul gamau bersosialisasi dia cuma diam aja di rumah Bagaimana cara membujuknya?,1
Anak saya dipaksa oleh tetangga saya untuk berhubungan badan,0
Teman saya adalah anak berkebutuhan khusus Dia sering dibully baik fisik dan psikis ,0
Aku gatau kenapa ibu suka banget main tangan kalau aku ga dapet nilai yang bagus,1
Adik laki-laki saya ikut asrama laki-laki di SMP Y ternyata kakak kelasnya banyak yang mesum dan sering ada kasus sodom disitu Adik saya jadi ketakutan,0
Kemarin pak X guru saya di sekolah mengata-ngatai saya di depan kelas sebagai anak idiot,1
Keluarga saya tak hentinya menenangkan saya setelah saya bicara bahwa saya pernah diperkosa saat sd oleh om Nsmun sampai sekarang saya masih trauma,0
Kakak saya mengancam saya jika tidak mau mengemis hari ini saya akan diusir dari rumah,0
Saya melihat seorang anak diancam akan dibunuh oleh pencuri jika aksi jahatnya dilaporkan,0
Anak laki-laki saya tidak berani mengakui bahwa dia pernah melecehkan teman sekelasnya,1
Keponakan saya sering dicubit tetangganya,1
Ayah saya dan ibu saya suka bertengkar sambil melempar barang Saya malu dengan teman-teman kalau lagi ke rumah,0
Saya sering diancam oleh kepala sekolah saya untuk melakukan hubungan badan jika tidak saya bisa dikeluarkan dari sekolah Saya tidak punya uang untuk mendaftar di sekolah lain karena di sekolah saya sekarang ini saya dibiayi kepala sekolah,0
Saya menemukan seorang guru TK yang katanya mendisiplinkan anak berumur 5 tahun dengan membuka baju dan menyiramkan air kepadanya Kejadian ini sudah lama terulang Tolong proses segera,1
Kemarin aku nemu perempuan diikat dan diperkosa oleh segerombolan orang di bawah jembatan Aku sangat takut Akhirnya perempuan tersebut saya hampiri setelah segerombolan orang itu pergi Dia merasa sangat trauma Awalnya dia diiming-imingi pekerjaan tapi ternyata diculik dan diperkosa Mohon usut penipu tersebut,0
Saya sering merasa tidak sadarkan diri setiap pulang sekolah dan terbangun di kamar tanpa busana Setelah saya taruh CCTV di kamar ternyata ayah tiri saya membius saya dan memperkosa saya,0
Ayah saya sering menyiram saya dengan air panas hingga kulit saya melepuh Dia melakukannya setiap malam karena mabuk,0
Sahabat saya memiliki keterbelakangan mental dan ia dipaksa oleh ayah adik dan kakaknya untuk disetubuhi,0
ibu sering memukul saya membuat saya lebam-lebam,0
Suamiku sering mengatai aku sebagai istri yang bodoh dia juga suka pergi tanpa alasan yang jelas Setelah hari itu dia sudah tidak memberikan nafkah lagi Sekarang saya harus mencari uang untuk anak saya,1
Tetangga saya sering mengeluhkan kekerasan seksual yang dilakukan oleh suaminya,0
Omku sangat dekat denganku sejak kecil Dia memang suka memegangku mengelus dan segala kontak fisik lainnya Tapi sekarang saya sudah kuliah dan dia masih sering melakukan hal itu Saya merasa tidak aman,0
Saya dibully karena tidak mau memberikan jawaban ujian oleh kelompok anak-anak yang jarang belajar Saya sering diancam setiap pulang sekolah kalau tidak memberikan jawaban,1
Beberapa minggu lalu suami saya mengancam akan membunuh saya,0
Setiap pulang sekolah saya biasa saya melewati gang yang biasa saya lewati Tapi kemarin saya bertemu dengan begal payudara Saya merasa sangat malu dan takut Saya melihat plat nomor motornya dan menemukan bahwa ia adalah tetangga saya Saya bingung mau lapor kemana supaya dia dihukum seberat beratnya,0
Suami saya menampar keponakan yang berusia 6 tahun sampai sekarang trauma dan tidak mau ke rumah lagi,1
Pacar saya telah menghamili saya namun dia tidak mau bertanggung jawab,1
Saya ingin melaporkan anak tetangga saya ditelantarkan oleh ayahnya yang merupakan pengguna narkoba,0
Ibu sering banget mukul kepala aku ke tembok aku ke rumah sakit sama tante dan didiagnisos gegar otak,0
Suami saya seperti tidak menyayangi saya Ketika saya tanya untuk apa saya menjadi istrinya dia bilang saya adalah pembantu,1
Saya sering dilecehkan oleh teman laki-laki saya Dia bilang bercanda tapi saya marah sekali Mentang-mentang mereka teman saya mereka pikir bisa dengan seenaknya memegang tubuh saya?,1
Perginya ibu dar rumah menyebabkan ayah melampiarskan emosinya dengan tangan pada saya,0
Kakak saya dipaksa ibu saya untuk sering melakukan hubungan intim dengan bossnya agar ibu saya naik pangkat,0
Sekolah X suka banget nyiramin air comberan ke anak didiknya sebagai hukuman,1
Anak saya dipisahkan oleh saya dan sekarang jatuh pada asuhan mantan istri saya Tapi selama ini mantan istri saya tidak mengurus anak saya dengan benar,1
Kemarin di taman saya menemukan tetangga yang sedang memukuli anak-anak,0
Saat itu saya sedang masuk ke ruangan meeting bos sayatapi tiba tiba ruangan tersebut dikunci dan saya mulai dilemahkan dengan bius Saya tidak sadarkan diri dan ketika sadar saya sudah berada dalam keadaan tanpa busana Saya benci sekali dengannya tapi saya juga takut untuk mengkonfrontasinya,0
Ketika pulang ngantor tiba tiba dari arah belakang saya mendapati diri saya dipegang dadanya oleh orang kurang ajar,0
Suami saya sering pergi ke diskotik dan pulang mabuk Saya sering dikatai oleh kata-kata kasar olehnya,1
Saat pulang sekolah saya dipanggil ke ruang kepala sekolah dan dilecehkan dengan memegang dada dan bagian bawah tubuh saya,1
Saya sering dilecehkan teman saya yang paling parah adalah kemarin Karena udah sering dilecehkan saya akhirnya diculik dan diperkosa,0
Anak kenalan aku sering dibanting sama ibunya ke tanah Sering ke rumah sakit anaknya karena mulai ada keanehan di tulangnya,0
Kakak sudah menikah dan ia sering mengalami kekerasan dalam rumah tangga dan sering masuk ke rumah sakit Ia juga menjadi pasien di rumah sakit jiwa sekarang karena mentalnya terganggu,0
Papa sering banget mukulin mama Sering juga menganiaya pake senjata tajam,0
tolong saat ini saya sedang bersembunyi di pelabuhan x di bagian sebelah barat saya akan dijual oleh bapak y,0
Menantu saya sangat tidak menghargai saya sebagai menantu Mungkin karena anak pertamanya saya nikahi Dia sering mengatai saya mantu tidak berguna dan berucap kata-kata kasar,1
Papa saya sering menyakiti mama dengan melakukan kekerasan fisik,0
Kemarin sore aku pergi ke taman dan lihat pembullyian anak SD oleh suatu geng Ia dipermalukan bersama teman-temannya Saya akhirnya mencoba melindunginya tapi saya takut hal tersebut akan terjadi kembali,0
Bapak saya menyuruh saya mengamen dan mengasong barang dari pagi sampai sore,0
tolong saya dibuang oleh ibu saya ke jalanan,0
Kemarin malam saya melihat ada sekelompok orang yang dimasukkan ke kontainer di pelabuhan x,0
Anak saya suka dicubit kakak tirinya,1
Ibu saya sering kehilangan kesadaran kalau dianiaya ayah yang lagi emosi,0
Saya mengalami kekerasan dalam rumah tangga Suami saya mencuri seluruh tabungan saya untuk berjudi Ketika pulang ia selalu dalam keadaan mabuk dan mulai melakukan kekerasan fisik pada saya,0
Papa suka banget menganiaya aku akhirnya kemarin aku sama om ke rumah sakit ternyata tulang ekor aku bermasalah,0
Siang pak bu tolong anak saya habis diperkosa oleh tetangga saya Anak saya padahal masih dibawah umur Sekarang dia tidak mau makan dan melanjutkan aktivitas Setiap hari hanya bisa menangis,0
Saya melihat adanya kekerasan seksual di bawah jembatan pagi tadi Saat ditelusuri si perempuan ini ternyata dibius oleh teman sekampusnya,0
Ayah tiri suka mengatai ibu babi dan saya tidak nyaman ketika dia mengatakannya,1
